timestamp,cpu_usage,memory_usage,cpu_usage_rolling_mean_60,cpu_usage_rolling_std_60,cpu_usage_zscore_60,cpu_usage_rolling_mean_300,cpu_usage_rolling_std_300,cpu_usage_zscore_300,memory_usage_rolling_mean_60,memory_usage_rolling_std_60,memory_usage_zscore_60,memory_usage_rolling_mean_300,memory_usage_rolling_std_300,memory_usage_zscore_300,hour,day_of_week,is_weekend,hour_sin,hour_cos,baseline_anomaly,baseline_anomaly_score,lstm_anomaly_score,lstm_anomaly,lstm_prediction,lstm_prediction_error
2024-01-01 00:01:00,49.41946426412883,66.91891221060672,49.01065017749807,9.034917506884245,0.045248236779058,49.277696471911575,9.198879057176422,0.0154114203846013,64.40277705322261,8.610743998925953,0.2922087984148593,64.67414512367333,8.797797570266733,0.2551510271752407,0,0,0,0.0,1.0,1,0.0794112290120991,0.45327604,False,50.93824,1.5187757871407044
2024-01-01 00:01:01,45.56611140057462,63.178022363334286,49.06194658219781,9.005949631412562,-0.3881695240033092,49.21783219656744,9.13533602969731,-0.3997357934203775,64.39640983749396,8.611518923787328,-0.141483457789794,64.6500141114098,8.727455082838523,-0.1686621969524666,0,0,0,0.0,1.0,1,0.0841800374881482,0.11508727,False,50.98713,5.421017810851161
2024-01-01 00:01:02,43.99302302635461,59.40480004833808,49.12198259971007,8.959050546893222,-0.5724891880573286,49.13489871767516,9.085242860894326,-0.5659590800211592,64.25834245257705,8.624236175814174,-0.5627793934783762,64.5667567453293,8.681972770335786,-0.5945603417034875,0,0,0,0.0,1.0,1,0.0755043100754341,0.38803017,False,50.85168,6.858657729260628
2024-01-01 00:01:03,50.91705243348262,71.46124770148974,49.060853821321565,8.9336220200737,0.2077767122887227,49.162744869484655,9.015601989701397,0.1945857377024765,64.28992803712866,8.64744410970079,0.8292993367041505,64.67448316651931,8.655802403057393,0.7840711027059971,0,0,0,0.0,1.0,1,0.0738899996562991,0.4884796,False,50.646866,0.2701865887560544
2024-01-01 00:01:04,41.95759799097527,64.33201406235881,48.63443001298587,8.642349259229196,-0.7725714179949833,49.05189645596913,8.989423867760566,-0.7891827740414668,63.95176166889154,8.225288079913437,0.0462296748482112,64.66921441107068,8.588017761747794,-0.0392640488255405,0,0,0,0.0,1.0,1,0.0713713901559128,0.017778754,False,50.674877,8.717279175772774
2024-01-01 00:01:05,38.26498183858071,47.87105981041057,48.28387007101957,8.629030329840097,-1.1610676807789726,48.88845835570567,9.018287393686323,-1.1779926779182508,63.550364521364806,8.41360704428928,-1.8635651306768044,64.41469691712129,8.768967761939617,-1.886611692030148,0,0,0,0.0,1.0,1,0.0351702449596383,0.62637985,False,50.489857,12.224874881389994
2024-01-01 00:01:06,41.939880194824426,66.21907393403046,48.17360265036949,8.667680432532734,-0.7191915419663831,48.78474823390147,8.989876536258553,-0.7613973352659379,63.50838982758728,8.393548342406872,0.3229485309267768,64.44162791737365,8.705074188487853,0.2041850509450475,0,0,0,0.0,1.0,1,0.0677170170954571,0.875991,False,50.197327,8.257446465331824
2024-01-01 00:01:07,49.22186778560338,66.11945318439923,48.21733608459878,8.666214844670652,0.1159135469186233,48.79117646260297,8.922693148632177,0.0482692070461297,63.5859094296954,8.395865212398043,0.3017608895105403,64.46630181835933,8.642262173206555,0.1912868798594356,0,0,0,0.0,1.0,1,0.0760605022047129,0.59388626,False,50.029526,0.8076579712325582
2024-01-01 00:01:08,47.014522313326985,70.96959269444407,48.326357058826254,8.608092838127694,-0.1523955154954624,48.76542785174389,8.85942428271692,-0.1976319772643238,63.948926213448594,8.232090558867673,0.8528412595549939,64.56055241076636,8.614132070001029,0.7440146298658904,0,0,0,0.0,1.0,1,0.0610959522832583,0.06364322,False,50.088787,3.0742647655304367
2024-01-01 00:01:09,43.49250891957826,52.53896291962179,48.21060091392876,8.625897227668458,-0.5469682596283116,48.69010043842725,8.81754310727957,-0.5894602901978402,63.87748539058861,8.313159027007393,-1.3639246445461677,64.38881541803572,8.671355904194257,-1.3665512786393952,0,0,0,0.0,1.0,1,0.0477899463343308,0.2298789,False,50.14583,6.653319327492049
2024-01-01 00:01:10,52.48159730038643,59.16396267615836,48.18033219007441,8.607341650162645,0.4997205043244386,48.74350180268019,8.76589051976211,0.4264364800448917,63.67586858721509,8.277671257917065,-0.5450694731010703,64.31522594279802,8.631496397322966,-0.5967984031410022,0,0,0,0.0,1.0,1,0.053557824845914,0.48526144,False,50.102516,2.3790811260700266
2024-01-01 00:01:11,57.35901262790918,79.53765870276791,48.21785729276549,8.64288816075481,1.0576505405509449,48.86316167525282,8.762961955164595,0.9695181830213462,63.94834864382302,8.526702948011192,1.828292852934559,64.52664862001981,8.756241392217676,1.714321180785343,0,0,0,0.0,1.0,1,0.0298851687187251,0.16307509,False,50.26026,7.098751092264649
2024-01-01 00:01:12,56.06185960689866,61.96718335340394,48.267662135112005,8.679874475717684,0.8979620032053747,48.96177397568632,8.742588948735639,0.8121262103074351,63.91081965622267,8.530446395612048,-0.2278469628293442,64.49158745198399,8.700380196228842,-0.2901487109349826,0,0,0,0.0,1.0,1,0.0495867461701444,0.49518675,False,50.613808,5.448051928676001
2024-01-01 00:01:13,39.17127446121606,58.32011268473262,48.21875635797984,8.723340059957712,-1.037157996200786,48.82946992819348,8.756777874248716,-1.1029394151220306,63.82205929325989,8.560903897464117,-0.6426829076024365,64.40818914431843,8.6703152290535,-0.7021747535989432,0,0,0,0.0,1.0,1,0.0445976002531562,0.37474447,False,50.957264,11.785989485317145
2024-01-01 00:01:14,70.74167383894111,75.92232724669711,48.43091411323467,9.11171019505746,2.4485809192887467,49.121632647003445,9.057971954790094,2.386852299813582,63.87607997654759,8.627718916903651,1.3962262083606132,64.56171098568348,8.713562304892411,1.3037855085554364,0,0,0,0.0,1.0,1,0.0235605112781709,0.84472966,False,50.67779,20.063882243482126
2024-01-01 00:01:15,61.32962470983199,72.74102436305563,48.576924046251406,9.248312815891811,1.3789218549860267,49.282264121514345,9.105706212069252,1.323056148280882,63.96390411930848,8.691522611251363,1.0098484047415326,64.66933353012257,8.70598056806142,0.927143217220665,0,0,0,0.0,1.0,1,0.0543692498815806,1.4183391,False,51.42171,9.907913741814411
2024-01-01 00:01:16,58.621914062373605,66.50424928938483,48.5631765433297,9.232480583264891,1.0894945760597332,49.403558276590445,9.108005181683982,1.0121157818751674,63.85045999927674,8.611508131752192,0.3081677738099189,64.6931636049182,8.651042311344803,0.2093488413634981,0,0,0,0.0,1.0,1,0.0661313098317097,0.67628276,False,52.11761,6.504303130977121
2024-01-01 00:01:17,51.34794907158903,72.69702073753828,48.70020412082626,9.211407668527327,0.2874419465560437,49.42848636370581,9.051346906463882,0.2120637655057132,64.17996951787181,8.564549825098826,0.994454045291072,64.7957771579005,8.642330838127474,0.9142491450084008,0,0,0,0.0,1.0,1,0.0743778042492282,0.43964815,False,52.63323,1.2852792304129252
2024-01-01 00:01:18,53.44450129504,61.91521529951993,48.80844832816293,9.228634001538875,0.5023552744755079,49.479321995748016,9.004481820325164,0.4403561891081473,64.01870368371453,8.51358057334986,-0.2470744672082125,64.75931434956658,8.592866407479807,-0.3309837387406554,0,0,0,0.0,1.0,1,0.0724467865899261,0.09503412,False,52.64246,0.8020414256552328
2024-01-01 00:01:19,63.336833849185055,73.67222120116844,48.92224526155473,9.366268070878224,1.5389895397558004,49.652540893915976,9.080459124017825,1.5070045212883687,64.09811210303434,8.581900359806601,1.115616436538289,64.8707256852116,8.59626092638024,1.023874867379465,0,0,0,0.0,1.0,1,0.0565230371113986,0.058326423,False,52.650005,10.686828508608883
2024-01-01 00:01:20,69.54231640414312,70.76025108923787,49.45591214903834,9.614636009438348,2.0891486932408747,49.89809367799285,9.290212238176904,2.1145074216307918,64.37504495637828,8.523144586753896,0.7491608370440009,64.94343587538475,8.567393661589149,0.6789480492687164,0,0,0,0.0,1.0,1,0.0363882926535117,0.73609096,False,53.310143,16.23217388705328
2024-01-01 00:01:21,33.41901530719235,63.72770789432833,49.29473489246486,9.802391959093208,-1.6195760842378235,49.69712930761724,9.410325161180952,-1.7298141904356954,64.44686788916543,8.49878969883144,-0.0846191069930794,64.92860992439627,8.515402676668963,-0.141027039550137,0,0,0,0.0,1.0,1,0.0659230681584914,1.0854652,False,54.75661,21.337595563168975
2024-01-01 00:01:22,58.30109900957859,67.84981374813555,49.464145848791226,9.869639584426956,0.895367362221713,49.80079159318304,9.400329637603404,0.9042563127140176,64.55824753422336,8.498867886585115,0.3872946676942354,64.96380515118831,8.469392037500743,0.3407574692691726,0,0,0,0.0,1.0,1,0.0767256372494963,1.4765586,True,53.532013,4.769086070125468
2024-01-01 00:01:23,45.65514042132537,63.33233590686911,49.45363529859231,9.873416791255991,-0.384719389201814,49.75143860304188,9.354471903723546,-0.437897320540989,64.53171492571667,8.500190623552305,-0.1411002496254992,64.94438289827974,8.420098822394012,-0.1914522650403158,0,0,0,0.0,1.0,1,0.090733087018048,0.35804564,False,53.423965,7.768825032776192
2024-01-01 00:01:24,62.170805793325854,74.32774150198557,49.887528846141024,9.85030341146254,1.2469947811852276,49.89754880528051,9.395690556460655,1.306264495865716,64.87031034079195,8.478647627638454,1.1154409967887522,65.054775352441,8.431482170405216,1.0998026162105867,0,0,0,0.0,1.0,1,0.0693205575772836,0.5254294,False,52.812298,9.358507972280933
2024-01-01 00:01:25,45.160249209072695,61.6600050042246,50.04103389088345,9.700041328274676,-0.5031715347009647,49.84246392625485,9.354217130534815,-0.50054586630217,65.01049261583454,8.351833457779207,-0.4011679146318664,65.01530127862452,8.389728561724356,-0.3999290620327648,0,0,0,0.0,1.0,1,0.0941537324374622,0.6628264,False,53.14209,7.9818406346773045
2024-01-01 00:01:26,56.128738748243045,70.39977686442438,50.28599300548456,9.664444513237754,0.6045609486148386,49.914719958691485,9.324062500726688,0.6664497142814367,65.2229053577747,8.323611859274882,0.6219501334485175,65.07719180259923,8.360761539789276,0.6366148629517426,0,0,0,0.0,1.0,1,0.0860673966511474,0.5529303,False,52.692013,3.4367259613778103
2024-01-01 00:01:27,66.7403484862399,64.76677843191771,50.59816869291543,9.88956422261304,1.6322437905215754,50.10592028286817,9.44224116210988,1.7617033835275129,65.14243837072608,8.30394480689642,-0.0452387326197524,65.0736643779324,8.312638172506318,-0.0369179963864781,0,0,0,0.0,1.0,1,0.0649540800780149,0.25167537,False,52.70053,14.03981748038052
2024-01-01 00:01:28,32.54285792666447,57.66420038592385,50.22417479203315,10.142029533285417,-1.7433706742166215,49.90858250358498,9.571240173172546,-1.8143651462843144,65.00593922838208,8.359176478469175,-0.8782849436626236,64.9904119735278,8.30250458215224,-0.8824098216522505,0,0,0,0.0,1.0,1,0.0601402250663515,0.9669501,False,53.569,21.026142317476157
2024-01-01 00:01:29,55.06337751156554,55.6517782249184,50.26637281201612,10.157048425347227,0.4722833345539982,49.96585800367366,9.532815500683837,0.5347338892194244,64.74983705568404,8.407114930308815,-1.0821856137550676,64.88664937632103,8.314208986289158,-1.1107335847140385,0,0,0,0.0,1.0,1,0.0764198401616889,1.4657779,True,52.50901,2.554367196624135
2024-01-01 00:01:30,47.14145689971393,61.85369160048442,50.41435590484205,10.043236900642432,-0.3258808925356294,49.93482062890487,9.484330018824284,-0.2945240964461104,64.74071841834012,8.410002162784089,-0.3432849078959059,64.85332016999317,8.27400082710162,-0.3625366533302027,0,0,0,0.0,1.0,1,0.0947567893404196,0.20533699,False,52.266373,5.124915780950133
